speciesA,speciesB,author,datatype,hybrid,exclude,notes,overlap,records
engleriana,pachyloma,sproc,sproc,0,,,,
engleriana,falcata,sproc,sproc,0,,,,
engleriana,griffithii,sproc,sproc,0,,,,
engleriana,fabri,sproc,sproc,0,,,,
semecarpifolia,championii,sproc,sproc,0,,,,
semecarpifolia,delavayi,sproc,sproc,0,,,,
semecarpifolia,kerrii,sproc,sproc,0,,,,
semecarpifolia,schottkyana,sproc,sproc,0,,,,
semecarpifolia,oxyodon,sproc,sproc,0,,,,
semecarpifolia,blakei,sproc,sproc,0,,,,
semecarpifolia,pachyloma,sproc,sproc,0,,,,
semecarpifolia,texana,sproc,sproc,0,,,,
semecarpifolia,pagoda,sproc,sproc,0,,,,
semecarpifolia,falcata,sproc,sproc,0,,,,
semecarpifolia,griffithii,sproc,sproc,0,,,,
semecarpifolia,fabri,sproc,sproc,0,,,,
pseudosemecarpifolia,delavayi,sproc,sproc,0,,,,
pseudosemecarpifolia,schottkyana,sproc,sproc,0,,,,
pseudosemecarpifolia,oxyodon,sproc,sproc,0,,,,
pseudosemecarpifolia,falcata,sproc,sproc,0,,,,
pseudosemecarpifolia,griffithii,sproc,sproc,0,,,,
monimotricha,delavayi,sproc,sproc,0,,,,
monimotricha,schottkyana,sproc,sproc,0,,,,
monimotricha,oxyodon,sproc,sproc,0,,,,
monimotricha,falcata,sproc,sproc,0,,,,
monimotricha,griffithii,sproc,sproc,0,,,,
gujavifolia,delavayi,sproc,sproc,0,,,,
gujavifolia,schottkyana,sproc,sproc,0,,,,
gujavifolia,oxyodon,sproc,sproc,0,,,,
gujavifolia,falcata,sproc,sproc,0,,,,
gujavifolia,griffithii,sproc,sproc,0,,,,
longispica,delavayi,sproc,sproc,0,,,,
longispica,schottkyana,sproc,sproc,0,,,,
longispica,oxyodon,sproc,sproc,0,,,,
longispica,falcata,sproc,sproc,0,,,,
longispica,griffithii,sproc,sproc,0,,,,
championii,falcata,sproc,sproc,0,,,,
championii,griffithii,sproc,sproc,0,,,,
championii,aliena,sproc,sproc,0,,,,
championii,fabri,sproc,sproc,0,,,,
delavayi,griffithii,sproc,sproc,0,,,,
kerrii,griffithii,sproc,sproc,0,,,,
schottkyana,falcata,sproc,sproc,0,,,,
schottkyana,griffithii,sproc,sproc,0,,,,
oxyodon,falcata,sproc,sproc,0,,,,
oxyodon,griffithii,sproc,sproc,0,,,,
myrsinifolia,mongolica,sproc,sproc,0,,,,
myrsinifolia,dentata,sproc,sproc,0,,,,
myrsinifolia,serrata,sproc,sproc,0,,,,
myrsinifolia,griffithii,sproc,sproc,0,,,,
myrsinifolia,aliena,sproc,sproc,0,,,,
myrsinifolia,fabri,sproc,sproc,0,,,,
salicina,mongolica,sproc,sproc,0,,,,
salicina,dentata,sproc,sproc,0,,,,
salicina,serrata,sproc,sproc,0,,,,
acuta,mongolica,sproc,sproc,0,,,,
acuta,dentata,sproc,sproc,0,,,,
acuta,serrata,sproc,sproc,0,,,,
sessilifolia,mongolica,sproc,sproc,0,,,,
sessilifolia,dentata,sproc,sproc,0,,,,
sessilifolia,serrata,sproc,sproc,0,,,,
blakei,griffithii,sproc,sproc,0,,,,
blakei,fabri,sproc,sproc,0,,,,
pachyloma,dentata,sproc,sproc,0,,,,
pachyloma,griffithii,sproc,sproc,0,,,,
pachyloma,aliena,sproc,sproc,0,,,,
pachyloma,fabri,sproc,sproc,0,,,,
kelloggii,palmeri,sproc,sproc,0,,,,
kelloggii,vacciniifolia,sproc,sproc,0,,,,
kelloggii,tomentella,sproc,sproc,0,,,,
kelloggii,chrysolepis,sproc,sproc,0,,,,
kelloggii,sadleriana,sproc,sproc,0,,,,
kelloggii,lobata,sproc,sproc,0,,,,
kelloggii,garryana,sproc,sproc,0,,,,
kelloggii,engelmannii,sproc,sproc,0,,,,
kelloggii,durata,sproc,sproc,0,,,,
kelloggii,berberidifolia,sproc,sproc,0,,,,
kelloggii,douglasii,sproc,sproc,0,,,,
kelloggii,john-tuckeri,sproc,sproc,0,,,,
kelloggii,cornelius-mulleri,sproc,sproc,0,,,,
kelloggii,dumosa,sproc,sproc,0,,,,
kelloggii,turbinella,sproc,sproc,0,,,,
wislizeni,cedrosensis,sproc,sproc,0,,,,
wislizeni,palmeri,sproc,sproc,0,,,,
wislizeni,vacciniifolia,sproc,sproc,0,,,,
wislizeni,tomentella,sproc,sproc,0,,,,
wislizeni,chrysolepis,sproc,sproc,0,,,,
wislizeni,lobata,sproc,sproc,0,,,,
wislizeni,garryana,sproc,sproc,0,,,,
wislizeni,engelmannii,sproc,sproc,0,,,,
wislizeni,durata,sproc,sproc,0,,,,
wislizeni,berberidifolia,sproc,sproc,0,,,,
wislizeni,douglasii,sproc,sproc,0,,,,
wislizeni,john-tuckeri,sproc,sproc,0,,,,
wislizeni,cornelius-mulleri,sproc,sproc,0,,,,
wislizeni,dumosa,sproc,sproc,0,,,,
wislizeni,turbinella,sproc,sproc,0,,,,
agrifolia,cedrosensis,sproc,sproc,0,,,,
agrifolia,palmeri,sproc,sproc,0,,,,
agrifolia,vacciniifolia,sproc,sproc,0,,,,
agrifolia,tomentella,sproc,sproc,0,,,,
agrifolia,chrysolepis,sproc,sproc,0,,,,
agrifolia,lobata,sproc,sproc,0,,,,
agrifolia,garryana,sproc,sproc,0,,,,
agrifolia,engelmannii,sproc,sproc,0,,,,
agrifolia,durata,sproc,sproc,0,,,,
agrifolia,berberidifolia,sproc,sproc,0,,,,
agrifolia,douglasii,sproc,sproc,0,,,,
agrifolia,john-tuckeri,sproc,sproc,0,,,,
agrifolia,cornelius-mulleri,sproc,sproc,0,,,,
agrifolia,dumosa,sproc,sproc,0,,,,
agrifolia,turbinella,sproc,sproc,0,,,,
texana,fusiformis,sproc,sproc,0,,,,
texana,prinoides,sproc,sproc,0,,,,
texana,muehlenbergii,sproc,sproc,0,,,,
texana,macrocarpa,sproc,sproc,0,,,,
texana,lyrata,sproc,sproc,0,,,,
texana,bicolor,sproc,sproc,0,,,,
texana,montana,sproc,sproc,0,,,,
texana,michauxii,sproc,sproc,0,,,,
texana,alba,sproc,sproc,0,,,,
texana,griffithii,sproc,sproc,0,,,,
texana,petraea,sproc,sproc,0,,,,
texana,robur,sproc,sproc,0,,,,
texana,canariensis,sproc,sproc,0,,,,
texana,lusitanica,sproc,sproc,0,,,,
texana,faginea,sproc,sproc,0,,,,
texana,macranthera,sproc,sproc,0,,,,
texana,pyrenaica,sproc,sproc,0,,,,
texana,infectoria,sproc,sproc,0,,,,
texana,boissieri,sproc,sproc,0,,,,
texana,pubescens,sproc,sproc,0,,,,
texana,frainetto,sproc,sproc,0,,,,
texana,mohriana,sproc,sproc,0,,,,
texana,polymorpha,sproc,sproc,0,,,,
texana,laceyi,sproc,sproc,0,,,,
texana,vaseyana,sproc,sproc,0,,,,
texana,pungens,sproc,sproc,0,,,,
texana,sinuata,sproc,sproc,0,,,,
texana,havardii,sproc,sproc,0,,,,
texana,margarettaee,sproc,sproc,0,,,,
texana,stellata,sproc,sproc,0,,,,
texana,rugosa,sproc,sproc,0,,,,
texana,glaucoides,sproc,sproc,0,,,,
texana,grisea,sproc,sproc,0,,,,
texana,turbinella,sproc,sproc,0,,,,
palustris,cedrosensis,sproc,sproc,0,,,,
palustris,palmeri,sproc,sproc,0,,,,
palustris,vacciniifolia,sproc,sproc,0,,,,
palustris,tomentella,sproc,sproc,0,,,,
palustris,chrysolepis,sproc,sproc,0,,,,
palustris,sadleriana,sproc,sproc,0,,,,
palustris,fusiformis,sproc,sproc,0,,,,
palustris,prinoides,sproc,sproc,0,,,,
palustris,muehlenbergii,sproc,sproc,0,,,,
palustris,macrocarpa,sproc,sproc,0,,,,
palustris,lyrata,sproc,sproc,0,,,,
palustris,bicolor,sproc,sproc,0,,,,
palustris,lobata,sproc,sproc,0,,,,
palustris,garryana,sproc,sproc,0,,,,
palustris,engelmannii,sproc,sproc,0,,,,
palustris,durata,sproc,sproc,0,,,,
palustris,berberidifolia,sproc,sproc,0,,,,
palustris,douglasii,sproc,sproc,0,,,,
palustris,john-tuckeri,sproc,sproc,0,,,,
palustris,cornelius-mulleri,sproc,sproc,0,,,,
palustris,dumosa,sproc,sproc,0,,,,
palustris,montana,sproc,sproc,0,,,,
palustris,michauxii,sproc,sproc,0,,,,
palustris,alba,sproc,sproc,0,,,,
palustris,mohriana,sproc,sproc,0,,,,
palustris,polymorpha,sproc,sproc,0,,,,
palustris,laceyi,sproc,sproc,0,,,,
palustris,vaseyana,sproc,sproc,0,,,,
palustris,pungens,sproc,sproc,0,,,,
palustris,sinuata,sproc,sproc,0,,,,
palustris,havardii,sproc,sproc,0,,,,
palustris,margarettaee,sproc,sproc,0,,,,
palustris,stellata,sproc,sproc,0,,,,
palustris,rugosa,sproc,sproc,0,,,,
palustris,grisea,sproc,sproc,0,,,,
palustris,oblongifolia,sproc,sproc,0,,,,
palustris,toumeyi,sproc,sproc,0,,,,
palustris,turbinella,sproc,sproc,0,,,,
ilicifolia,prinoides,sproc,sproc,0,,,,
ilicifolia,muehlenbergii,sproc,sproc,0,,,,
ilicifolia,lyrata,sproc,sproc,0,,,,
ilicifolia,bicolor,sproc,sproc,0,,,,
ilicifolia,montana,sproc,sproc,0,,,,
ilicifolia,michauxii,sproc,sproc,0,,,,
ilicifolia,alba,sproc,sproc,0,,,,
ilicifolia,stellata,sproc,sproc,0,,,,
velutina,prinoides,sproc,sproc,0,,,,
velutina,muehlenbergii,sproc,sproc,0,,,,
velutina,macrocarpa,sproc,sproc,0,,,,
velutina,lyrata,sproc,sproc,0,,,,
velutina,bicolor,sproc,sproc,0,,,,
velutina,montana,sproc,sproc,0,,,,
velutina,michauxii,sproc,sproc,0,,,,
velutina,alba,sproc,sproc,0,,,,
velutina,polymorpha,sproc,sproc,0,,,,
velutina,sinuata,sproc,sproc,0,,,,
velutina,margarettaee,sproc,sproc,0,,,,
velutina,stellata,sproc,sproc,0,,,,
imbricaria,prinoides,sproc,sproc,0,,,,
imbricaria,muehlenbergii,sproc,sproc,0,,,,
imbricaria,macrocarpa,sproc,sproc,0,,,,
imbricaria,lyrata,sproc,sproc,0,,,,
imbricaria,bicolor,sproc,sproc,0,,,,
imbricaria,montana,sproc,sproc,0,,,,
imbricaria,michauxii,sproc,sproc,0,,,,
imbricaria,alba,sproc,sproc,0,,,,
imbricaria,sinuata,sproc,sproc,0,,,,
imbricaria,margarettaee,sproc,sproc,0,,,,
imbricaria,stellata,sproc,sproc,0,,,,
ellipsoidalis,prinoides,sproc,sproc,0,,,,
ellipsoidalis,muehlenbergii,sproc,sproc,0,,,,
ellipsoidalis,macrocarpa,sproc,sproc,0,,,,
ellipsoidalis,lyrata,sproc,sproc,0,,,,
ellipsoidalis,bicolor,sproc,sproc,0,,,,
ellipsoidalis,montana,sproc,sproc,0,,,,
ellipsoidalis,michauxii,sproc,sproc,0,,,,
ellipsoidalis,alba,sproc,sproc,0,,,,
ellipsoidalis,stellata,sproc,sproc,0,,,,
shumardii,fusiformis,sproc,sproc,0,,,,
shumardii,prinoides,sproc,sproc,0,,,,
shumardii,muehlenbergii,sproc,sproc,0,,,,
shumardii,macrocarpa,sproc,sproc,0,,,,
shumardii,lyrata,sproc,sproc,0,,,,
shumardii,bicolor,sproc,sproc,0,,,,
shumardii,montana,sproc,sproc,0,,,,
shumardii,michauxii,sproc,sproc,0,,,,
shumardii,alba,sproc,sproc,0,,,,
shumardii,mohriana,sproc,sproc,0,,,,
shumardii,polymorpha,sproc,sproc,0,,,,
shumardii,laceyi,sproc,sproc,0,,,,
shumardii,vaseyana,sproc,sproc,0,,,,
shumardii,pungens,sproc,sproc,0,,,,
shumardii,sinuata,sproc,sproc,0,,,,
shumardii,havardii,sproc,sproc,0,,,,
shumardii,margarettaee,sproc,sproc,0,,,,
shumardii,stellata,sproc,sproc,0,,,,
shumardii,glaucoides,sproc,sproc,0,,,,
rubra,prinoides,sproc,sproc,0,,,,
rubra,muehlenbergii,sproc,sproc,0,,,,
rubra,macrocarpa,sproc,sproc,0,,,,
rubra,lyrata,sproc,sproc,0,,,,
rubra,bicolor,sproc,sproc,0,,,,
rubra,montana,sproc,sproc,0,,,,
rubra,michauxii,sproc,sproc,0,,,,
rubra,alba,sproc,sproc,0,,,,
rubra,polymorpha,sproc,sproc,0,,,,
rubra,sinuata,sproc,sproc,0,,,,
rubra,margarettaee,sproc,sproc,0,,,,
rubra,stellata,sproc,sproc,0,,,,
coccinea,palmeri,sproc,sproc,0,,,,
coccinea,tomentella,sproc,sproc,0,,,,
coccinea,chrysolepis,sproc,sproc,0,,,,
coccinea,fusiformis,sproc,sproc,0,,,,
coccinea,prinoides,sproc,sproc,0,,,,
coccinea,muehlenbergii,sproc,sproc,0,,,,
coccinea,macrocarpa,sproc,sproc,0,,,,
coccinea,lyrata,sproc,sproc,0,,,,
coccinea,bicolor,sproc,sproc,0,,,,
coccinea,engelmannii,sproc,sproc,0,,,,
coccinea,berberidifolia,sproc,sproc,0,,,,
coccinea,john-tuckeri,sproc,sproc,0,,,,
coccinea,cornelius-mulleri,sproc,sproc,0,,,,
coccinea,dumosa,sproc,sproc,0,,,,
coccinea,montana,sproc,sproc,0,,,,
coccinea,michauxii,sproc,sproc,0,,,,
coccinea,alba,sproc,sproc,0,,,,
coccinea,mohriana,sproc,sproc,0,,,,
coccinea,polymorpha,sproc,sproc,0,,,,
coccinea,laceyi,sproc,sproc,0,,,,
coccinea,vaseyana,sproc,sproc,0,,,,
coccinea,pungens,sproc,sproc,0,,,,
coccinea,sinuata,sproc,sproc,0,,,,
coccinea,havardii,sproc,sproc,0,,,,
coccinea,margarettaee,sproc,sproc,0,,,,
coccinea,stellata,sproc,sproc,0,,,,
coccinea,rugosa,sproc,sproc,0,,,,
coccinea,grisea,sproc,sproc,0,,,,
coccinea,toumeyi,sproc,sproc,0,,,,
coccinea,turbinella,sproc,sproc,0,,,,
pagoda,prinoides,sproc,sproc,0,,,,
pagoda,muehlenbergii,sproc,sproc,0,,,,
pagoda,macrocarpa,sproc,sproc,0,,,,
pagoda,lyrata,sproc,sproc,0,,,,
pagoda,bicolor,sproc,sproc,0,,,,
pagoda,montana,sproc,sproc,0,,,,
pagoda,michauxii,sproc,sproc,0,,,,
pagoda,alba,sproc,sproc,0,,,,
pagoda,griffithii,sproc,sproc,0,,,,
pagoda,robur,sproc,sproc,0,,,,
pagoda,canariensis,sproc,sproc,0,,,,
pagoda,lusitanica,sproc,sproc,0,,,,
pagoda,faginea,sproc,sproc,0,,,,
pagoda,macranthera,sproc,sproc,0,,,,
pagoda,pyrenaica,sproc,sproc,0,,,,
pagoda,infectoria,sproc,sproc,0,,,,
pagoda,boissieri,sproc,sproc,0,,,,
pagoda,pubescens,sproc,sproc,0,,,,
pagoda,frainetto,sproc,sproc,0,,,,
pagoda,polymorpha,sproc,sproc,0,,,,
pagoda,sinuata,sproc,sproc,0,,,,
pagoda,margarettaee,sproc,sproc,0,,,,
pagoda,stellata,sproc,sproc,0,,,,
arkansana,muehlenbergii,sproc,sproc,0,,,,
arkansana,lyrata,sproc,sproc,0,,,,
arkansana,montana,sproc,sproc,0,,,,
arkansana,michauxii,sproc,sproc,0,,,,
arkansana,alba,sproc,sproc,0,,,,
arkansana,sinuata,sproc,sproc,0,,,,
arkansana,margarettaee,sproc,sproc,0,,,,
arkansana,stellata,sproc,sproc,0,,,,
falcata,palmeri,sproc,sproc,0,,,,
falcata,vacciniifolia,sproc,sproc,0,,,,
falcata,chrysolepis,sproc,sproc,0,,,,
falcata,fusiformis,sproc,sproc,0,,,,
falcata,prinoides,sproc,sproc,0,,,,
falcata,muehlenbergii,sproc,sproc,0,,,,
falcata,macrocarpa,sproc,sproc,0,,,,
falcata,lyrata,sproc,sproc,0,,,,
falcata,bicolor,sproc,sproc,0,,,,
falcata,lobata,sproc,sproc,0,,,,
falcata,garryana,sproc,sproc,0,,,,
falcata,durata,sproc,sproc,0,,,,
falcata,berberidifolia,sproc,sproc,0,,,,
falcata,douglasii,sproc,sproc,0,,,,
falcata,dumosa,sproc,sproc,0,,,,
falcata,montana,sproc,sproc,0,,,,
falcata,michauxii,sproc,sproc,0,,,,
falcata,alba,sproc,sproc,0,,,,
falcata,griffithii,sproc,sproc,0,,,,
falcata,aliena,sproc,sproc,0,,,,
falcata,fabri,sproc,sproc,0,,,,
falcata,petraea,sproc,sproc,0,,,,
falcata,robur,sproc,sproc,0,,,,
falcata,canariensis,sproc,sproc,0,,,,
falcata,lusitanica,sproc,sproc,0,,,,
falcata,faginea,sproc,sproc,0,,,,
falcata,macranthera,sproc,sproc,0,,,,
falcata,pyrenaica,sproc,sproc,0,,,,
falcata,infectoria,sproc,sproc,0,,,,
falcata,boissieri,sproc,sproc,0,,,,
falcata,pubescens,sproc,sproc,0,,,,
falcata,frainetto,sproc,sproc,0,,,,
falcata,mohriana,sproc,sproc,0,,,,
falcata,polymorpha,sproc,sproc,0,,,,
falcata,laceyi,sproc,sproc,0,,,,
falcata,vaseyana,sproc,sproc,0,,,,
falcata,pungens,sproc,sproc,0,,,,
falcata,sinuata,sproc,sproc,0,,,,
falcata,havardii,sproc,sproc,0,,,,
falcata,margarettaee,sproc,sproc,0,,,,
falcata,stellata,sproc,sproc,0,,,,
falcata,rugosa,sproc,sproc,0,,,,
falcata,grisea,sproc,sproc,0,,,,
falcata,turbinella,sproc,sproc,0,,,,
nigra,fusiformis,sproc,sproc,0,,,,
nigra,prinoides,sproc,sproc,0,,,,
nigra,muehlenbergii,sproc,sproc,0,,,,
nigra,macrocarpa,sproc,sproc,0,,,,
nigra,lyrata,sproc,sproc,0,,,,
nigra,bicolor,sproc,sproc,0,,,,
nigra,montana,sproc,sproc,0,,,,
nigra,michauxii,sproc,sproc,0,,,,
nigra,alba,sproc,sproc,0,,,,
nigra,mohriana,sproc,sproc,0,,,,
nigra,polymorpha,sproc,sproc,0,,,,
nigra,laceyi,sproc,sproc,0,,,,
nigra,vaseyana,sproc,sproc,0,,,,
nigra,sinuata,sproc,sproc,0,,,,
nigra,margarettaee,sproc,sproc,0,,,,
nigra,stellata,sproc,sproc,0,,,,
laurifolia,fusiformis,sproc,sproc,0,,,,
laurifolia,prinoides,sproc,sproc,0,,,,
laurifolia,muehlenbergii,sproc,sproc,0,,,,
laurifolia,macrocarpa,sproc,sproc,0,,,,
laurifolia,lyrata,sproc,sproc,0,,,,
laurifolia,bicolor,sproc,sproc,0,,,,
laurifolia,montana,sproc,sproc,0,,,,
laurifolia,michauxii,sproc,sproc,0,,,,
laurifolia,alba,sproc,sproc,0,,,,
laurifolia,mohriana,sproc,sproc,0,,,,
laurifolia,polymorpha,sproc,sproc,0,,,,
laurifolia,laceyi,sproc,sproc,0,,,,
laurifolia,vaseyana,sproc,sproc,0,,,,
laurifolia,pungens,sproc,sproc,0,,,,
laurifolia,sinuata,sproc,sproc,0,,,,
laurifolia,margarettaee,sproc,sproc,0,,,,
laurifolia,stellata,sproc,sproc,0,,,,
laurifolia,martinezii,sproc,sproc,0,,,,
laurifolia,germana,sproc,sproc,0,,,,
laurifolia,lancifolia,sproc,sproc,0,,,,
laurifolia,insignis,sproc,sproc,0,,,,
laurifolia,corrugata,sproc,sproc,0,,,,
laurifolia,copeyensis,sproc,sproc,0,,,,
laurifolia,liebmanii,sproc,sproc,0,,,,
laurifolia,glaucescens,sproc,sproc,0,,,,
laurifolia,magnoliifolia,sproc,sproc,0,,,,
laurifolia,resinosa,sproc,sproc,0,,,,
laurifolia,subspathulata,sproc,sproc,0,,,,
laurifolia,segoviensis,sproc,sproc,0,,,,
laurifolia,potosina,sproc,sproc,0,,,,
laurifolia,striatula,sproc,sproc,0,,,,
laurifolia,glabrescens,sproc,sproc,0,,,,
laurifolia,rugosa,sproc,sproc,0,,,,
laurifolia,greggii,sproc,sproc,0,,,,
laurifolia,obtusata,sproc,sproc,0,,,,
laurifolia,peduncularis,sproc,sproc,0,,,,
laurifolia,deserticola,sproc,sproc,0,,,,
laurifolia,diversifolia,sproc,sproc,0,,,,
laurifolia,glaucoides,sproc,sproc,0,,,,
phellos,prinoides,sproc,sproc,0,,,,
phellos,muehlenbergii,sproc,sproc,0,,,,
phellos,macrocarpa,sproc,sproc,0,,,,
phellos,lyrata,sproc,sproc,0,,,,
phellos,bicolor,sproc,sproc,0,,,,
phellos,montana,sproc,sproc,0,,,,
phellos,michauxii,sproc,sproc,0,,,,
phellos,alba,sproc,sproc,0,,,,
phellos,polymorpha,sproc,sproc,0,,,,
phellos,sinuata,sproc,sproc,0,,,,
phellos,margarettaee,sproc,sproc,0,,,,
phellos,stellata,sproc,sproc,0,,,,
laevis,prinoides,sproc,sproc,0,,,,
laevis,muehlenbergii,sproc,sproc,0,,,,
laevis,lyrata,sproc,sproc,0,,,,
laevis,bicolor,sproc,sproc,0,,,,
laevis,montana,sproc,sproc,0,,,,
laevis,michauxii,sproc,sproc,0,,,,
laevis,alba,sproc,sproc,0,,,,
laevis,polymorpha,sproc,sproc,0,,,,
laevis,sinuata,sproc,sproc,0,,,,
laevis,margarettaee,sproc,sproc,0,,,,
laevis,stellata,sproc,sproc,0,,,,
marilandica,fusiformis,sproc,sproc,0,,,,
marilandica,prinoides,sproc,sproc,0,,,,
marilandica,muehlenbergii,sproc,sproc,0,,,,
marilandica,macrocarpa,sproc,sproc,0,,,,
marilandica,lyrata,sproc,sproc,0,,,,
marilandica,bicolor,sproc,sproc,0,,,,
marilandica,montana,sproc,sproc,0,,,,
marilandica,michauxii,sproc,sproc,0,,,,
marilandica,alba,sproc,sproc,0,,,,
marilandica,mohriana,sproc,sproc,0,,,,
marilandica,polymorpha,sproc,sproc,0,,,,
marilandica,sinuata,sproc,sproc,0,,,,
marilandica,margarettaee,sproc,sproc,0,,,,
marilandica,stellata,sproc,sproc,0,,,,
incana,palmeri,sproc,sproc,0,,,,
incana,tomentella,sproc,sproc,0,,,,
incana,chrysolepis,sproc,sproc,0,,,,
incana,fusiformis,sproc,sproc,0,,,,
incana,prinoides,sproc,sproc,0,,,,
incana,muehlenbergii,sproc,sproc,0,,,,
incana,macrocarpa,sproc,sproc,0,,,,
incana,lyrata,sproc,sproc,0,,,,
incana,bicolor,sproc,sproc,0,,,,
incana,lobata,sproc,sproc,0,,,,
incana,engelmannii,sproc,sproc,0,,,,
incana,berberidifolia,sproc,sproc,0,,,,
incana,douglasii,sproc,sproc,0,,,,
incana,john-tuckeri,sproc,sproc,0,,,,
incana,cornelius-mulleri,sproc,sproc,0,,,,
incana,dumosa,sproc,sproc,0,,,,
incana,montana,sproc,sproc,0,,,,
incana,michauxii,sproc,sproc,0,,,,
incana,alba,sproc,sproc,0,,,,
incana,mohriana,sproc,sproc,0,,,,
incana,polymorpha,sproc,sproc,0,,,,
incana,laceyi,sproc,sproc,0,,,,
incana,vaseyana,sproc,sproc,0,,,,
incana,pungens,sproc,sproc,0,,,,
incana,sinuata,sproc,sproc,0,,,,
incana,havardii,sproc,sproc,0,,,,
incana,margarettaee,sproc,sproc,0,,,,
incana,stellata,sproc,sproc,0,,,,
incana,rugosa,sproc,sproc,0,,,,
incana,glaucoides,sproc,sproc,0,,,,
incana,grisea,sproc,sproc,0,,,,
incana,oblongifolia,sproc,sproc,0,,,,
incana,toumeyi,sproc,sproc,0,,,,
incana,turbinella,sproc,sproc,0,,,,
gravesii,fusiformis,sproc,sproc,0,,,,
gravesii,michauxii,sproc,sproc,0,,,,
gravesii,mohriana,sproc,sproc,0,,,,
gravesii,polymorpha,sproc,sproc,0,,,,
gravesii,laceyi,sproc,sproc,0,,,,
gravesii,vaseyana,sproc,sproc,0,,,,
gravesii,pungens,sproc,sproc,0,,,,
gravesii,sinuata,sproc,sproc,0,,,,
gravesii,germana,sproc,sproc,0,,,,
gravesii,potosina,sproc,sproc,0,,,,
gravesii,striatula,sproc,sproc,0,,,,
gravesii,glabrescens,sproc,sproc,0,,,,
gravesii,rugosa,sproc,sproc,0,,,,
gravesii,greggii,sproc,sproc,0,,,,
gravesii,obtusata,sproc,sproc,0,,,,
gravesii,deserticola,sproc,sproc,0,,,,
gravesii,diversifolia,sproc,sproc,0,,,,
gravesii,glaucoides,sproc,sproc,0,,,,
gravesii,grisea,sproc,sproc,0,,,,
canbyi,fusiformis,sproc,sproc,0,,,,
canbyi,michauxii,sproc,sproc,0,,,,
canbyi,mohriana,sproc,sproc,0,,,,
canbyi,polymorpha,sproc,sproc,0,,,,
canbyi,laceyi,sproc,sproc,0,,,,
canbyi,vaseyana,sproc,sproc,0,,,,
canbyi,pungens,sproc,sproc,0,,,,
canbyi,sinuata,sproc,sproc,0,,,,
canbyi,martinezii,sproc,sproc,0,,,,
canbyi,germana,sproc,sproc,0,,,,
canbyi,lancifolia,sproc,sproc,0,,,,
canbyi,insignis,sproc,sproc,0,,,,
canbyi,corrugata,sproc,sproc,0,,,,
canbyi,liebmanii,sproc,sproc,0,,,,
canbyi,glaucescens,sproc,sproc,0,,,,
canbyi,magnoliifolia,sproc,sproc,0,,,,
canbyi,resinosa,sproc,sproc,0,,,,
canbyi,subspathulata,sproc,sproc,0,,,,
canbyi,potosina,sproc,sproc,0,,,,
canbyi,striatula,sproc,sproc,0,,,,
canbyi,glabrescens,sproc,sproc,0,,,,
canbyi,rugosa,sproc,sproc,0,,,,
canbyi,greggii,sproc,sproc,0,,,,
canbyi,obtusata,sproc,sproc,0,,,,
canbyi,peduncularis,sproc,sproc,0,,,,
canbyi,deserticola,sproc,sproc,0,,,,
canbyi,diversifolia,sproc,sproc,0,,,,
canbyi,glaucoides,sproc,sproc,0,,,,
canbyi,grisea,sproc,sproc,0,,,,
gentryi,polymorpha,sproc,sproc,0,,,,
gentryi,laceyi,sproc,sproc,0,,,,
gentryi,pungens,sproc,sproc,0,,,,
gentryi,martinezii,sproc,sproc,0,,,,
gentryi,germana,sproc,sproc,0,,,,
gentryi,lancifolia,sproc,sproc,0,,,,
gentryi,insignis,sproc,sproc,0,,,,
gentryi,corrugata,sproc,sproc,0,,,,
gentryi,liebmanii,sproc,sproc,0,,,,
gentryi,glaucescens,sproc,sproc,0,,,,
gentryi,magnoliifolia,sproc,sproc,0,,,,
gentryi,resinosa,sproc,sproc,0,,,,
gentryi,subspathulata,sproc,sproc,0,,,,
gentryi,potosina,sproc,sproc,0,,,,
gentryi,striatula,sproc,sproc,0,,,,
gentryi,glabrescens,sproc,sproc,0,,,,
gentryi,rugosa,sproc,sproc,0,,,,
gentryi,greggii,sproc,sproc,0,,,,
gentryi,obtusata,sproc,sproc,0,,,,
gentryi,peduncularis,sproc,sproc,0,,,,
gentryi,deserticola,sproc,sproc,0,,,,
gentryi,diversifolia,sproc,sproc,0,,,,
gentryi,glaucoides,sproc,sproc,0,,,,
gentryi,chihuahuensis,sproc,sproc,0,,,,
castanea,polymorpha,sproc,sproc,0,,,,
castanea,laceyi,sproc,sproc,0,,,,
castanea,vaseyana,sproc,sproc,0,,,,
castanea,pungens,sproc,sproc,0,,,,
castanea,sinuata,sproc,sproc,0,,,,
castanea,martinezii,sproc,sproc,0,,,,
castanea,germana,sproc,sproc,0,,,,
castanea,lancifolia,sproc,sproc,0,,,,
castanea,insignis,sproc,sproc,0,,,,
castanea,corrugata,sproc,sproc,0,,,,
castanea,copeyensis,sproc,sproc,0,,,,
castanea,liebmanii,sproc,sproc,0,,,,
castanea,glaucescens,sproc,sproc,0,,,,
castanea,magnoliifolia,sproc,sproc,0,,,,
castanea,resinosa,sproc,sproc,0,,,,
castanea,subspathulata,sproc,sproc,0,,,,
castanea,segoviensis,sproc,sproc,0,,,,
castanea,potosina,sproc,sproc,0,,,,
castanea,striatula,sproc,sproc,0,,,,
castanea,glabrescens,sproc,sproc,0,,,,
castanea,rugosa,sproc,sproc,0,,,,
